#
#     Data from population synthesis for run4
#
# By Ylva Gotberg, 2023-10-03
#
# Initial conditions:
#   Using the single star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/ to determine the radii of donors at different evolutionary stages
#   This means that we assume metallicity, Z=0.006
#   Using the lifetimes of stars from single star models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/
#   IMF: Kroupa, M_min = 0.1 Msun, M_max = 100.0 Msun 
# We assume the star-formation type: starburst, with a total mass of stars of 1000000.0 Msun
# This file contains the information about the stars that are present in the population after 20000000.0 years
#   fbin:moe
#   q distribution: flat, 0.1 < q < 1.0
#   P distribution: Sana+12 for M1>15 Msun and Opik24 for M1<15 Msun
#
# Physical assumptions:
#   Critical mass ratio for the donor main sequence, q_crit_MS=0.65
#   Critical mass ratio for the donor Hertzsprung gap, q_crit_HG=0.4
#   Using the alpha-prescription for common envelope evolution
#   alpha_CE = 1.0, lambda_CE = 0.5
#   Using the binary star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/ to determine the masses and radii of stripped stars
#   Stripped stars can only be formed from donor stars with 2.0 < M1init/Msun < 100.0
#   Actually, we assume that binary interaction only can occur in the above mass range.
#   For stripped stars we set the total lifetime to tau_MS+tau_strip, where the duration of the stripped phases (tau_strip) come from the binary models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/
#   Mass transfer efficiency is set to beta_MS = 1.0, beta_HG = 0.0, beta_HG_CEE = 0.0
#   For mergers, we assume that their final mass is M1init+M2init
#   The final period is set by the treatment of angular momentum during interaction, we ignore the effect of wind mass loss on the period.
#   We use the isotropic_reemission setting for the treatment of angular momentum.
#   For common envelope, the period is set in the alpha prescription
#   Rejuvenation of mass gainers and MSMS mergers is set by Tout97
#   HGMS mergers are not rejuvenated, but their lifetimes are adapted to the new mass
#
# Even though the full population synthesis accounts for the full mass range from 0.1 to 100.0 Msun, 
# I will only keep the stars with initial masses (Minit or M1init) between 2.0 and 100.0 Msun.
# I am ignoring single stars that died and binaries in which at least the primary died.
# I show dead secondaries as long as the primary is still alive
# For the star state: 1 - main-sequence star, 2 - stripped star, 3 - post main-sequence star, 4 - compact object, 51 - merger product in MS stage.
# In this output, we only output the stripped star systems.
#
# Star_ID 	 Star_state_m1 	 Star_state_m2 	 Evolution 	 M1init 	 M2init 	 Pinit 	 Pcurrent 	 log_Teff_1 	 log_Teff_2 	 log_L_1 	 log_L_2 	 center_he4_1 	 center_he4_2 	 center_h1_1 	 center_h1_2 	 log_Lnuc_1 	 log_Lnuc_2 	 he_core_mass_1 	 he_core_mass_2 	 log_R_1 	 log_R_2 	 star_age_1 	 star_age_2 	 log_g_1 	 log_g_2 	 star_mass_1 	 star_mass_2 	 surface_n14_1 	 surface_n14_2 	 surface_c12_1 	 surface_c12_2 	 surface_o16_1 	 surface_o16_2 	 surf_avg_v_rot_1 	 surf_avg_v_rot_2 	 surface_h1_1 	 surface_h1_2 	 surface_he4_1 	 surface_he4_2 	 log_abs_mdot_1 	 log_abs_mdot_2
2649	2	1	strip_RLOF_HG	   11.87246	    7.71816	   30.16086	  103.21309 	    4.73393 	    4.36040 	    4.60694 	    3.55297 	    0.90611 	    0.45633 	    0.00000 	    0.53783 	    4.60493 	    3.55328 	    3.56458 	    0.00000 	    0.35887 	    0.57895 	 20218144.56076 	 20137482.77354 	    4.33266 	    4.16607 	    4.10559 	    7.70228 	    0.00379 	    0.00030 	    0.00004 	    0.00102 	    0.00013 	    0.00280 	    4.63207 	    0.00000 	    0.30433 	    0.74200 	    0.68984 	    0.25197 	   -6.44130 	   -9.05353
6929	2	1	strip_CEE_HG	   11.93606	    4.01797	  196.81026	    0.65699 	    4.85285 	    4.21772 	    4.38859 	    2.48071 	    0.78518 	    0.29415 	    0.00000 	    0.69989 	    4.38850 	    2.48112 	    3.72564 	    0.00000 	    0.01185 	    0.32818 	 20196722.40591 	 20047093.72104 	    5.02562 	    4.38503 	    4.09398 	    4.01436 	    0.00379 	    0.00015 	    0.00004 	    0.00058 	    0.00013 	    0.00105 	    4.62255 	    0.00000 	    0.29081 	    0.82842 	    0.70336 	    0.16943 	   -6.70824 	  -11.50437
10498	2	1	strip_RLOF_HG	   11.91011	    6.40650	   11.54485	   23.02082 	    4.83198 	    4.32396 	    4.46124 	    3.23684 	    0.83670 	    0.38100 	    0.00000 	    0.61315 	    4.46043 	    3.23713 	    3.68194 	    0.00000 	    0.08992 	    0.49376 	 20205264.33142 	 20159661.56042 	    4.86959 	    4.25640 	    4.09566 	    6.40540 	    0.00379 	    0.00030 	    0.00004 	    0.00102 	    0.00013 	    0.00280 	    4.73721 	    0.00000 	    0.29491 	    0.74200 	    0.69925 	    0.25197 	   -6.61748 	   -9.68537
12876	2	1	strip_CEE_HG	   12.29288	    9.75238	 1592.30495	   12.81608 	    4.92244 	    4.39006 	    4.46151 	    3.99950 	    0.08792 	    0.63628 	    0.00000 	    0.35789 	    4.45869 	    3.99991 	    3.94357 	    0.00000 	   -0.09086 	    0.74290 	 20117265.25647 	 20085830.69056 	    5.23022 	    3.94026 	    4.08287 	    9.73960 	    0.00381 	    0.00030 	    0.00003 	    0.00102 	    0.00012 	    0.00280 	    1.56409 	    0.00000 	    0.23465 	    0.74200 	    0.75952 	    0.25197 	   -6.56623 	   -9.13811
16361	2	1	strip_RLOF_HG	   12.03746	    8.83340	   77.53969	  348.28859 	    4.87097 	    4.38181 	    4.34242 	    3.80298 	    0.57154 	    0.54436 	    0.00000 	    0.44981 	    4.34281 	    3.80333 	    3.81384 	    0.00000 	   -0.04748 	    0.66113 	 20158666.29503 	 20092455.56761 	    5.14494 	    4.06086 	    4.09758 	    8.82245 	    0.00379 	    0.00030 	    0.00004 	    0.00102 	    0.00013 	    0.00280 	    3.41475 	    0.00000 	    0.27861 	    0.74200 	    0.71556 	    0.25197 	   -6.76264 	   -8.55667
19034	2	1	strip_RLOF_HG	   12.17015	    8.38030	  198.49890	  764.05448 	    4.88776 	    4.37425 	    4.39989 	    3.70174 	    0.29302 	    0.50516 	    0.00000 	    0.48901 	    4.39950 	    3.70207 	    3.88467 	    0.00000 	   -0.05231 	    0.62563 	 20098227.65062 	 20102912.43080 	    5.15487 	    4.10849 	    4.09589 	    8.36203 	    0.00381 	    0.00030 	    0.00003 	    0.00102 	    0.00012 	    0.00280 	    2.08433 	    0.00000 	    0.26127 	    0.74200 	    0.73290 	    0.25197 	   -6.67245 	   -8.75741
36654	2	1	strip_RLOF_HG	   12.02859	   10.03719	   10.59847	   61.74591 	    4.87003 	    4.39029 	    4.34050 	    4.06063 	    0.59078 	    0.67006 	    0.00000 	    0.32411 	    4.34092 	    4.06106 	    3.80816 	    0.00000 	   -0.04656 	    0.77299 	 20162093.14922 	 20026961.30756 	    5.14304 	    3.89265 	    4.09727 	   10.02073 	    0.00379 	    0.00030 	    0.00004 	    0.00102 	    0.00013 	    0.00280 	    3.52579 	    0.00000 	    0.27982 	    0.74200 	    0.71435 	    0.25197 	   -6.76601 	   -8.13860
36708	2	1	strip_CEE_HG	   11.94765	    5.80969	 1002.26859	    4.88825 	    4.85727 	    4.30289 	    4.36904 	    3.07508 	    0.76134 	    0.35400 	    0.00000 	    0.64014 	    4.36915 	    3.07538 	    3.74050 	    0.00000 	   -0.00675 	    0.45501 	 20192907.67745 	 20186657.16686 	    5.06286 	    4.29143 	    4.09394 	    5.80858 	    0.00379 	    0.00026 	    0.00004 	    0.00090 	    0.00013 	    0.00232 	    4.27561 	    0.00000 	    0.28942 	    0.76346 	    0.70475 	    0.23166 	   -6.73237 	  -10.08462
38882	2	1	strip_RLOF_HG	   12.25190	   10.02757	    8.75852	   48.31429 	    4.90653 	    4.39028 	    4.44081 	    4.05882 	    0.14966 	    0.66910 	    0.00000 	    0.32507 	    4.43929 	    4.05923 	    3.92452 	    0.00000 	   -0.06939 	    0.77211 	 20111602.89429 	 20029535.12705 	    5.18807 	    3.89403 	    4.08940 	   10.01131 	    0.00381 	    0.00030 	    0.00003 	    0.00102 	    0.00012 	    0.00280 	    1.56183 	    0.00000 	    0.24860 	    0.74200 	    0.74557 	    0.25197 	   -6.60678 	   -8.13128
39917	2	1	strip_RLOF_MS	   11.93680	   10.92919	    1.17766	    7.37478 	    4.85333 	    4.43127 	    4.38646 	    4.05608 	    0.78300 	    0.49764 	    0.00000 	    0.49653 	    4.38637 	    4.05641 	    3.72687 	    0.00000 	    0.00983 	    0.68876 	 20197293.68525 	 12099132.32467 	    5.02964 	    4.09836 	    4.09381 	   10.91822 	    0.00379 	    0.00030 	    0.00004 	    0.00102 	    0.00013 	    0.00280 	    4.61404 	    0.00000 	    0.29067 	    0.74200 	    0.70350 	    0.25197 	   -6.71097 	   -9.15712
