#
#     Data from population synthesis for run4
#
# By Ylva Gotberg, 2023-10-03
#
# Initial conditions:
#   Using the single star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/ to determine the radii of donors at different evolutionary stages
#   This means that we assume metallicity, Z=0.006
#   Using the lifetimes of stars from single star models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/
#   IMF: Kroupa, M_min = 0.1 Msun, M_max = 100.0 Msun 
# We assume the star-formation type: starburst, with a total mass of stars of 1000000.0 Msun
# This file contains the information about the stars that are present in the population after 7000000.0 years
#   fbin:moe
#   q distribution: flat, 0.1 < q < 1.0
#   P distribution: Sana+12 for M1>15 Msun and Opik24 for M1<15 Msun
#
# Physical assumptions:
#   Critical mass ratio for the donor main sequence, q_crit_MS=0.65
#   Critical mass ratio for the donor Hertzsprung gap, q_crit_HG=0.4
#   Using the alpha-prescription for common envelope evolution
#   alpha_CE = 1.0, lambda_CE = 0.5
#   Using the binary star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/ to determine the masses and radii of stripped stars
#   Stripped stars can only be formed from donor stars with 2.0 < M1init/Msun < 100.0
#   Actually, we assume that binary interaction only can occur in the above mass range.
#   For stripped stars we set the total lifetime to tau_MS+tau_strip, where the duration of the stripped phases (tau_strip) come from the binary models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/
#   Mass transfer efficiency is set to beta_MS = 1.0, beta_HG = 0.0, beta_HG_CEE = 0.0
#   For mergers, we assume that their final mass is M1init+M2init
#   The final period is set by the treatment of angular momentum during interaction, we ignore the effect of wind mass loss on the period.
#   We use the isotropic_reemission setting for the treatment of angular momentum.
#   For common envelope, the period is set in the alpha prescription
#   Rejuvenation of mass gainers and MSMS mergers is set by Tout97
#   HGMS mergers are not rejuvenated, but their lifetimes are adapted to the new mass
#
# Even though the full population synthesis accounts for the full mass range from 0.1 to 100.0 Msun, 
# I will only keep the stars with initial masses (Minit or M1init) between 2.0 and 100.0 Msun.
# I am ignoring single stars that died and binaries in which at least the primary died.
# I show dead secondaries as long as the primary is still alive
# For the star state: 1 - main-sequence star, 2 - stripped star, 3 - post main-sequence star, 4 - compact object, 51 - merger product in MS stage.
# In this output, we only output the stripped star systems.
#
# Star_ID 	 Star_state_m1 	 Star_state_m2 	 Evolution 	 M1init 	 M2init 	 Pinit 	 Pcurrent 	 log_Teff_1 	 log_Teff_2 	 log_L_1 	 log_L_2 	 center_he4_1 	 center_he4_2 	 center_h1_1 	 center_h1_2 	 log_Lnuc_1 	 log_Lnuc_2 	 he_core_mass_1 	 he_core_mass_2 	 log_R_1 	 log_R_2 	 star_age_1 	 star_age_2 	 log_g_1 	 log_g_2 	 star_mass_1 	 star_mass_2 	 surface_n14_1 	 surface_n14_2 	 surface_c12_1 	 surface_c12_2 	 surface_o16_1 	 surface_o16_2 	 surf_avg_v_rot_1 	 surf_avg_v_rot_2 	 surface_h1_1 	 surface_h1_2 	 surface_he4_1 	 surface_he4_2 	 log_abs_mdot_1 	 log_abs_mdot_2
8982	2	1	strip_RLOF_HG	   28.67567	   18.82575	   29.63810	   76.79614 	    4.86701 	    4.51505 	    5.67130 	    4.78881 	    0.52670 	    0.60433 	    0.00000 	    0.38984 	    5.67163 	    4.78917 	   11.53927 	    0.00000 	    0.62489 	    0.88757 	 2072866.92885 	 7024102.29204 	    4.38618 	    3.93411 	   12.50650 	   18.69980 	    0.00282 	    0.00030 	    0.00014 	    0.00102 	    0.00107 	    0.00280 	    0.77102 	    0.00000 	    0.49902 	    0.74200 	    0.49504 	    0.25197 	   -5.26819 	   -7.53917
46434	2	1	strip_RLOF_HG	   29.10842	   14.14549	  120.59924	  133.95752 	    4.90370 	    4.48409 	    5.69004 	    4.35563 	    0.33557 	    0.45893 	    0.00000 	    0.53523 	    5.68979 	    4.35593 	   11.78622 	    0.00000 	    0.56088 	    0.73289 	 1727184.11252 	 7036682.80167 	    4.51820 	    4.12155 	   12.46639 	   14.12504 	    0.00319 	    0.00030 	    0.00003 	    0.00102 	    0.00084 	    0.00280 	    0.83045 	    0.00000 	    0.47997 	    0.74200 	    0.51410 	    0.25197 	   -5.21774 	   -8.42897
57430	2	1	strip_RLOF_MS	   28.99452	   23.56852	   11.65455	   44.34405 	    4.89860 	    4.56198 	    5.68039 	    4.97250 	    0.38347 	    0.51151 	    0.00000 	    0.48266 	    5.68037 	    4.97281 	   11.71865 	    0.00000 	    0.56625 	    0.88554 	 1818883.95724 	 4312376.15502 	    4.50658 	    4.03474 	   12.48138 	   23.35825 	    0.00315 	    0.00030 	    0.00003 	    0.00102 	    0.00088 	    0.00280 	    1.99267 	    0.00000 	    0.46563 	    0.74200 	    0.52844 	    0.25197 	   -5.22249 	   -7.15370
65722	2	1	strip_RLOF_HG	   29.68711	   17.46069	   29.74579	   57.33401 	    5.02811 	    4.51021 	    5.75298 	    4.67372 	    0.12709 	    0.55813 	    0.00000 	    0.43604 	    5.75122 	    4.67405 	   12.04283 	    0.00000 	    0.34353 	    0.83969 	 1252949.71266 	 7021753.49378 	    4.95548 	    3.99809 	   12.33551 	   17.38153 	    0.00376 	    0.00030 	    0.00004 	    0.00102 	    0.00017 	    0.00280 	   -1.21825 	    0.00000 	    0.41763 	    0.74200 	    0.57652 	    0.25197 	   -5.05686 	   -7.76420
76336	2	1	strip_RLOF_MS	   29.08718	   25.78494	    4.41326	   18.48314 	    4.90316 	    4.56697 	    5.68814 	    5.09355 	    0.34419 	    0.56022 	    0.00000 	    0.43396 	    5.68789 	    5.09388 	   11.77645 	    0.00000 	    0.56100 	    0.93610 	 1744280.18886 	 4452547.44321 	    4.51782 	    3.97070 	   12.46971 	   25.43975 	    0.00318 	    0.00030 	    0.00003 	    0.00102 	    0.00084 	    0.00280 	    1.12717 	    0.00000 	    0.47257 	    0.74200 	    0.52151 	    0.25197 	   -5.21187 	   -6.92792
81634	2	1	strip_RLOF_MS	   29.23450	   25.37894	    1.80305	    7.34468 	    4.91255 	    4.56606 	    5.70302 	    5.07381 	    0.28573 	    0.55339 	    0.00000 	    0.44078 	    5.70319 	    5.07414 	   11.84049 	    0.00000 	    0.54966 	    0.92804 	 1625063.63704 	 4451388.74599 	    4.54164 	    3.98034 	   12.44875 	   25.05996 	    0.00321 	    0.00030 	    0.00003 	    0.00102 	    0.00080 	    0.00280 	   -2.68759 	    0.00000 	    0.51472 	    0.74200 	    0.47936 	    0.25197 	   -5.23670 	   -6.96422
83151	2	1	strip_RLOF_HG	   29.59566	   16.54903	   22.25367	   37.48242 	    4.99066 	    4.50510 	    5.74305 	    4.59407 	    0.15694 	    0.52981 	    0.00000 	    0.46436 	    5.74190 	    4.59439 	   12.00085 	    0.00000 	    0.41346 	    0.81010 	 1328741.09629 	 7011045.09417 	    4.81575 	    4.03482 	   12.36928 	   16.49117 	    0.00364 	    0.00030 	    0.00004 	    0.00102 	    0.00030 	    0.00280 	   -1.16875 	    0.00000 	    0.44094 	    0.74200 	    0.55320 	    0.25197 	   -5.10615 	   -7.92440
95442	2	1	strip_RLOF_HG	   29.55168	   13.75547	   40.43050	   38.52769 	    4.97353 	    4.47987 	    5.73812 	    4.31418 	    0.17148 	    0.44824 	    0.00000 	    0.54592 	    5.73664 	    4.31448 	   11.98067 	    0.00000 	    0.44527 	    0.72062 	 1365110.58386 	 7024056.17551 	    4.75203 	    4.13424 	   12.38194 	   13.73886 	    0.00357 	    0.00030 	    0.00004 	    0.00102 	    0.00039 	    0.00280 	   -1.06772 	    0.00000 	    0.47033 	    0.74200 	    0.52380 	    0.25197 	   -5.13987 	   -8.51917
109058	2	1	strip_RLOF_MS	   30.06025	   24.39368	    2.32837	    8.57175 	    5.16652 	    4.56236 	    5.77295 	    5.02946 	    0.02859 	    0.54455 	    0.00000 	    0.44962 	    5.76497 	    5.02978 	   12.02671 	    0.00000 	    0.07670 	    0.91327 	 939828.19211 	 4533604.61415 	    5.47976 	    3.99370 	   12.02671 	   24.12534 	    0.00377 	    0.00030 	    0.00009 	    0.00102 	    0.00007 	    0.00280 	   -0.01912 	    0.00000 	   -0.00003 	    0.74200 	    0.99421 	    0.25197 	   -4.67435 	   -7.04659
137186	2	1	strip_RLOF_HG	   29.87804	   27.41603	  119.09052	  564.80433 	    5.14269 	    4.38768 	    5.76674 	    5.37165 	    0.07230 	    0.96835 	    0.00000 	    0.02582 	    5.76270 	    5.37170 	   12.13773 	    0.00000 	    0.12125 	    1.43373 	 1093559.22062 	 7002268.28175 	    5.39705 	    2.99244 	   12.21011 	   26.43437 	    0.00382 	    0.00030 	    0.00004 	    0.00102 	    0.00009 	    0.00280 	    0.26806 	    0.00000 	    0.06117 	    0.74200 	    0.93300 	    0.25197 	   -4.72927 	   -5.72081
