#
#     Data from population synthesis for run4
#
# By Ylva Gotberg, 2023-10-03
#
# Initial conditions:
#   Using the single star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/ to determine the radii of donors at different evolutionary stages
#   This means that we assume metallicity, Z=0.006
#   Using the lifetimes of stars from single star models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/
#   IMF: Kroupa, M_min = 0.1 Msun, M_max = 100.0 Msun 
# We assume the star-formation type: starburst, with a total mass of stars of 1000000.0 Msun
# This file contains the information about the stars that are present in the population after 50000000.0 years
#   fbin:moe
#   q distribution: flat, 0.1 < q < 1.0
#   P distribution: Sana+12 for M1>15 Msun and Opik24 for M1<15 Msun
#
# Physical assumptions:
#   Critical mass ratio for the donor main sequence, q_crit_MS=0.65
#   Critical mass ratio for the donor Hertzsprung gap, q_crit_HG=0.4
#   Using the alpha-prescription for common envelope evolution
#   alpha_CE = 1.0, lambda_CE = 0.5
#   Using the binary star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/ to determine the masses and radii of stripped stars
#   Stripped stars can only be formed from donor stars with 2.0 < M1init/Msun < 100.0
#   Actually, we assume that binary interaction only can occur in the above mass range.
#   For stripped stars we set the total lifetime to tau_MS+tau_strip, where the duration of the stripped phases (tau_strip) come from the binary models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/
#   Mass transfer efficiency is set to beta_MS = 1.0, beta_HG = 0.0, beta_HG_CEE = 0.0
#   For mergers, we assume that their final mass is M1init+M2init
#   The final period is set by the treatment of angular momentum during interaction, we ignore the effect of wind mass loss on the period.
#   We use the isotropic_reemission setting for the treatment of angular momentum.
#   For common envelope, the period is set in the alpha prescription
#   Rejuvenation of mass gainers and MSMS mergers is set by Tout97
#   HGMS mergers are not rejuvenated, but their lifetimes are adapted to the new mass
#
# Even though the full population synthesis accounts for the full mass range from 0.1 to 100.0 Msun, 
# I will only keep the stars with initial masses (Minit or M1init) between 2.0 and 100.0 Msun.
# I am ignoring single stars that died and binaries in which at least the primary died.
# I show dead secondaries as long as the primary is still alive
# For the star state: 1 - main-sequence star, 2 - stripped star, 3 - post main-sequence star, 4 - compact object, 51 - merger product in MS stage.
# In this output, we only output the stripped star systems.
#
# Star_ID 	 Star_state_m1 	 Star_state_m2 	 Evolution 	 M1init 	 M2init 	 Pinit 	 Pcurrent 	 log_Teff_1 	 log_Teff_2 	 log_L_1 	 log_L_2 	 center_he4_1 	 center_he4_2 	 center_h1_1 	 center_h1_2 	 log_Lnuc_1 	 log_Lnuc_2 	 he_core_mass_1 	 he_core_mass_2 	 log_R_1 	 log_R_2 	 star_age_1 	 star_age_2 	 log_g_1 	 log_g_2 	 star_mass_1 	 star_mass_2 	 surface_n14_1 	 surface_n14_2 	 surface_c12_1 	 surface_c12_2 	 surface_o16_1 	 surface_o16_2 	 surf_avg_v_rot_1 	 surf_avg_v_rot_2 	 surface_h1_1 	 surface_h1_2 	 surface_he4_1 	 surface_he4_2 	 log_abs_mdot_1 	 log_abs_mdot_2
12429	2	1	strip_RLOF_HG	    7.32680	    5.66808	   11.56953	   94.27754 	    4.76484 	    4.27920 	    3.56436 	    3.17905 	    0.19507 	    0.55188 	    0.00000 	    0.44229 	    3.56319 	    3.17941 	    1.88453 	    0.00000 	   -0.22423 	    0.55439 	 48628194.30599 	 50351082.74008 	    5.18954 	    4.08183 	    2.01105 	    5.66540 	    0.00388 	    0.00026 	    0.00003 	    0.00091 	    0.00015 	    0.00238 	    4.48896 	    0.00000 	    0.28423 	    0.76415 	    0.70979 	    0.23086 	   -7.76789 	   -9.84345
12709	2	-1	strip_CEE_HG	    7.23615	    6.69520	  250.54575	    1.51709 	    4.75188 	    4.26868 	    3.47329 	    3.58022 	    0.52323 	    0.80497 	    0.00000 	    0.18919 	    3.47364 	    3.58081 	    1.84646 	    0.00000 	   -0.24385 	    0.77601 	 48752695.76632 	 50093950.54317 	    5.22464 	    3.71046 	    1.99388 	    6.67876 	    0.00385 	    0.00030 	    0.00003 	    0.00102 	    0.00015 	    0.00280 	    4.82158 	    0.00000 	    0.29633 	    0.74200 	    0.69774 	    0.25197 	   -7.90308 	   -9.01012
13109	2	1	strip_RLOF_HG	    7.33764	    6.77778	  127.67440	 1475.80820 	    4.76818 	    4.26234 	    3.57746 	    3.61379 	    0.15763 	    0.83441 	    0.00000 	    0.15976 	    3.57585 	    3.61441 	    1.88914 	    0.00000 	   -0.22437 	    0.80548 	 48608692.34733 	 50185062.44041 	    5.19023 	    3.65645 	    2.01272 	    6.75792 	    0.00385 	    0.00030 	    0.00003 	    0.00102 	    0.00015 	    0.00280 	    4.47982 	    0.00000 	    0.28785 	    0.74200 	    0.70621 	    0.25197 	   -7.75889 	   -8.94913
13323	2	-1	strip_CEE_HG	    7.18270	    6.64844	  212.85107	    1.28216 	    4.74956 	    4.27201 	    3.45648 	    3.56044 	    0.71459 	    0.78780 	    0.00000 	    0.20637 	    3.45711 	    3.56100 	    1.81937 	    0.00000 	   -0.24761 	    0.75945 	 48799816.84183 	 50020821.36076 	    5.22924 	    3.74070 	    1.98137 	    6.63361 	    0.00379 	    0.00030 	    0.00003 	    0.00102 	    0.00015 	    0.00280 	    5.65346 	    0.00000 	    0.30890 	    0.74200 	    0.68526 	    0.25197 	   -7.93892 	   -9.04654
13565	2	1	strip_RLOF_HG	    7.39203	    4.87783	    5.81926	   31.95340 	    4.81018 	    4.25419 	    3.66018 	    2.88374 	    0.01109 	    0.44373 	    0.00000 	    0.55042 	    3.64056 	    2.88404 	    1.91144 	    0.00000 	   -0.26701 	    0.45675 	 48563624.36130 	 50149620.38179 	    5.27694 	    4.21257 	    2.01903 	    4.87971 	    0.00391 	    0.00018 	    0.00003 	    0.00067 	    0.00015 	    0.00141 	    4.12077 	    0.00000 	    0.26736 	    0.80715 	    0.72664 	    0.19002 	   -7.62425 	  -10.59936
18378	2	-1	strip_CEE_HG	    7.25866	    6.74581	  262.95516	    1.60244 	    4.75361 	    4.26491 	    3.49168 	    3.60078 	    0.44182 	    0.82292 	    0.00000 	    0.17125 	    3.49117 	    3.60139 	    1.85698 	    0.00000 	   -0.23813 	    0.79383 	 48728072.13738 	 50162958.63283 	    5.21433 	    3.67783 	    1.99863 	    6.72729 	    0.00387 	    0.00030 	    0.00003 	    0.00102 	    0.00015 	    0.00280 	    4.64375 	    0.00000 	    0.29147 	    0.74200 	    0.70256 	    0.25197 	   -7.87024 	   -8.97265
20830	2	1	strip_CEE_HG	    7.25825	    2.61590	  600.50713	    1.46299 	    4.75357 	    4.10410 	    3.49137 	    1.80501 	    0.44297 	    0.29021 	    0.00000 	    0.70377 	    3.49074 	    1.80542 	    1.85680 	    0.00000 	   -0.23820 	    0.21757 	 48729957.63240 	 50338409.55321 	    5.21444 	    4.42038 	    1.99853 	    2.61878 	    0.00388 	    0.00009 	    0.00003 	    0.00031 	    0.00015 	    0.00067 	    4.60863 	    0.00000 	    0.29133 	    0.90649 	    0.70270 	    0.09219 	   -7.87036 	  -13.08879
26059	2	1	strip_RLOF_HG	    7.10440	    3.89933	  156.49759	  512.51962 	    4.51235 	    4.20413 	    4.01365 	    2.47770 	    0.95914 	    0.35623 	    0.00000 	    0.63789 	    4.01061 	    2.47800 	    1.64704 	    0.00000 	    0.50539 	    0.35385 	 48835609.45902 	 50429910.99072 	    3.72187 	    4.32044 	    1.97604 	    3.89710 	    0.00393 	    0.00014 	    0.00003 	    0.00055 	    0.00015 	    0.00096 	    3.65134 	    0.00000 	    0.29600 	    0.83740 	    0.69795 	    0.16062 	   -7.19110 	  -11.56237
35309	2	1	strip_RLOF_HG	    7.13439	    6.93637	   29.07215	  377.65714 	    4.73721 	    4.24413 	    3.64717 	    3.68384 	    0.87575 	    0.90278 	    0.00000 	    0.09138 	    3.64630 	    3.68447 	    1.77094 	    0.00000 	   -0.12757 	    0.87693 	 48827017.09346 	 50360669.71659 	    4.98689 	    3.52295 	    1.97173 	    6.90902 	    0.00391 	    0.00030 	    0.00003 	    0.00102 	    0.00015 	    0.00280 	    6.23751 	    0.00000 	    0.29169 	    0.74200 	    0.70227 	    0.25197 	   -7.65768 	   -8.82615
50655	2	1	strip_RLOF_HG	    7.31790	    5.72836	  205.70073	 1722.08431 	    4.76249 	    4.28028 	    3.55377 	    3.20155 	    0.22710 	    0.56267 	    0.00000 	    0.43149 	    3.55290 	    3.20192 	    1.88132 	    0.00000 	   -0.22484 	    0.56347 	 48644562.31718 	 50442673.62475 	    5.19040 	    4.06816 	    2.00962 	    5.72463 	    0.00386 	    0.00027 	    0.00003 	    0.00093 	    0.00015 	    0.00247 	    4.31860 	    0.00000 	    0.28884 	    0.75981 	    0.70521 	    0.23498 	   -7.78844 	   -9.79042
