#
#     Data from population synthesis for run4
#
# By Ylva Gotberg, 2023-10-03
#
# Initial conditions:
#   Using the single star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/ to determine the radii of donors at different evolutionary stages
#   This means that we assume metallicity, Z=0.006
#   Using the lifetimes of stars from single star models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/
#   IMF: Kroupa, M_min = 0.1 Msun, M_max = 100.0 Msun 
# We assume the star-formation type: starburst, with a total mass of stars of 1000000.0 Msun
# This file contains the information about the stars that are present in the population after 70000000.0 years
#   fbin:moe
#   q distribution: flat, 0.1 < q < 1.0
#   P distribution: Sana+12 for M1>15 Msun and Opik24 for M1<15 Msun
#
# Physical assumptions:
#   Critical mass ratio for the donor main sequence, q_crit_MS=0.65
#   Critical mass ratio for the donor Hertzsprung gap, q_crit_HG=0.4
#   Using the alpha-prescription for common envelope evolution
#   alpha_CE = 1.0, lambda_CE = 0.5
#   Using the binary star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/ to determine the masses and radii of stripped stars
#   Stripped stars can only be formed from donor stars with 2.0 < M1init/Msun < 100.0
#   Actually, we assume that binary interaction only can occur in the above mass range.
#   For stripped stars we set the total lifetime to tau_MS+tau_strip, where the duration of the stripped phases (tau_strip) come from the binary models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/
#   Mass transfer efficiency is set to beta_MS = 1.0, beta_HG = 0.0, beta_HG_CEE = 0.0
#   For mergers, we assume that their final mass is M1init+M2init
#   The final period is set by the treatment of angular momentum during interaction, we ignore the effect of wind mass loss on the period.
#   We use the isotropic_reemission setting for the treatment of angular momentum.
#   For common envelope, the period is set in the alpha prescription
#   Rejuvenation of mass gainers and MSMS mergers is set by Tout97
#   HGMS mergers are not rejuvenated, but their lifetimes are adapted to the new mass
#
# Even though the full population synthesis accounts for the full mass range from 0.1 to 100.0 Msun, 
# I will only keep the stars with initial masses (Minit or M1init) between 2.0 and 100.0 Msun.
# I am ignoring single stars that died and binaries in which at least the primary died.
# I show dead secondaries as long as the primary is still alive
# For the star state: 1 - main-sequence star, 2 - stripped star, 3 - post main-sequence star, 4 - compact object, 51 - merger product in MS stage.
# In this output, we only output the stripped star systems.
#
# Star_ID 	 Star_state_m1 	 Star_state_m2 	 Evolution 	 M1init 	 M2init 	 Pinit 	 Pcurrent 	 log_Teff_1 	 log_Teff_2 	 log_L_1 	 log_L_2 	 center_he4_1 	 center_he4_2 	 center_h1_1 	 center_h1_2 	 log_Lnuc_1 	 log_Lnuc_2 	 he_core_mass_1 	 he_core_mass_2 	 log_R_1 	 log_R_2 	 star_age_1 	 star_age_2 	 log_g_1 	 log_g_2 	 star_mass_1 	 star_mass_2 	 surface_n14_1 	 surface_n14_2 	 surface_c12_1 	 surface_c12_2 	 surface_o16_1 	 surface_o16_2 	 surf_avg_v_rot_1 	 surf_avg_v_rot_2 	 surface_h1_1 	 surface_h1_2 	 surface_he4_1 	 surface_he4_2 	 log_abs_mdot_1 	 log_abs_mdot_2
5189	2	1	strip_RLOF_MS	    6.07156	    4.37154	    1.01916	    9.46915 	    4.71488 	    4.23314 	    3.17121 	    2.65812 	    0.79839 	    0.36146 	    0.00000 	    0.63267 	    3.17171 	    2.65842 	    1.43572 	    0.00000 	   -0.32090 	    0.38604 	 67654325.19634 	 40262425.97163 	    5.27508 	    4.30614 	    1.56916 	    4.37211 	    0.00385 	    0.00013 	    0.00003 	    0.00052 	    0.00016 	    0.00088 	    7.60995 	    0.00000 	    0.29360 	    0.83922 	    0.70047 	    0.15899 	   -8.28143 	  -11.18828
9582	2	1	strip_RLOF_HG	    6.22217	    4.33478	   26.15157	  193.96560 	    4.72555 	    4.22240 	    3.26433 	    2.71592 	    0.18733 	    0.46165 	    0.00000 	    0.53250 	    3.26316 	    2.71623 	    1.50233 	    0.00000 	   -0.29567 	    0.43643 	 67851240.38276 	 70649918.66195 	    5.23427 	    4.20154 	    1.60653 	    4.33460 	    0.00385 	    0.00016 	    0.00003 	    0.00060 	    0.00016 	    0.00114 	    6.19726 	    0.00000 	    0.28049 	    0.82338 	    0.71358 	    0.17427 	   -8.15392 	  -10.98234
24600	2	1	strip_RLOF_HG	    6.17024	    5.55031	   14.91855	  195.31424 	    4.71659 	    4.23960 	    3.19732 	    3.26919 	    0.40025 	    0.74327 	    0.00000 	    0.25089 	    3.19774 	    3.26971 	    1.48295 	    0.00000 	   -0.31127 	    0.67866 	 67805177.14401 	 70368092.89260 	    5.26244 	    3.82426 	    1.59488 	    5.54628 	    0.00377 	    0.00028 	    0.00003 	    0.00096 	    0.00015 	    0.00246 	    6.32300 	    0.00000 	    0.29886 	    0.75656 	    0.69534 	    0.23819 	   -8.28060 	   -9.66035
27214	2	1	strip_RLOF_HG	    6.03221	    5.63492	  118.06507	 1692.87391 	    4.63391 	    4.23482 	    3.64730 	    3.30957 	    0.93672 	    0.77584 	    0.00000 	    0.21833 	    3.64515 	    3.31013 	    1.36588 	    0.00000 	    0.07909 	    0.70840 	 67569984.92885 	 70515545.14523 	    4.47379 	    3.77103 	    1.56350 	    5.62879 	    0.00396 	    0.00028 	    0.00003 	    0.00097 	    0.00016 	    0.00252 	    7.64556 	    0.00000 	    0.28174 	    0.75224 	    0.71215 	    0.24234 	   -7.64373 	   -9.57588
29161	2	1	strip_RLOF_HG	    6.10547	    3.04945	   39.90181	  105.77506 	    4.71391 	    4.14133 	    3.14548 	    2.07588 	    0.66575 	    0.33182 	    0.00000 	    0.66226 	    3.14622 	    2.07620 	    1.45554 	    0.00000 	   -0.33182 	    0.27853 	 67715554.51970 	 70418469.89878 	    5.29919 	    4.36445 	    1.57800 	    3.04774 	    0.00370 	    0.00016 	    0.00003 	    0.00064 	    0.00015 	    0.00130 	    6.98396 	    0.00000 	    0.31482 	    0.83614 	    0.67948 	    0.16112 	   -8.37278 	  -12.23263
40452	2	1	strip_RLOF_MS	    6.01413	    5.06472	    1.71076	   19.65600 	    4.15759 	    4.26686 	    3.86969 	    2.90823 	    0.98450 	    0.40063 	    0.00000 	    0.59351 	    3.86504 	    2.90853 	    1.21987 	    0.00000 	    1.14292 	    0.44366 	 67748484.81422 	 37603243.91580 	    2.34815 	    4.25488 	    1.57105 	    5.06685 	    0.00396 	    0.00018 	    0.00003 	    0.00066 	    0.00016 	    0.00139 	    0.99725 	    0.00000 	    0.28812 	    0.80743 	    0.70578 	    0.18981 	   -7.41890 	  -10.56145
60244	2	1	strip_RLOF_MS	    6.14619	    4.90298	    0.63234	    6.65095 	    4.71467 	    4.25675 	    3.17230 	    2.88176 	    0.50064 	    0.42956 	    0.00000 	    0.56459 	    3.17280 	    2.88207 	    1.47347 	    0.00000 	   -0.31993 	    0.45063 	 67773733.75495 	 46541181.57695 	    5.27820 	    4.22715 	    1.58881 	    4.90496 	    0.00351 	    0.00018 	    0.00003 	    0.00067 	    0.00014 	    0.00140 	    6.47153 	    0.00000 	    0.34400 	    0.80799 	    0.65059 	    0.18919 	   -8.37692 	  -10.61248
62575	2	1	strip_RLOF_HG	    6.10327	    3.56491	   29.07469	  132.81414 	    4.71387 	    4.17973 	    3.14506 	    2.35203 	    0.67440 	    0.37278 	    0.00000 	    0.62135 	    3.14579 	    2.35233 	    1.45422 	    0.00000 	   -0.33195 	    0.33982 	 67711543.29436 	 70570022.20286 	    5.29931 	    4.31005 	    1.57742 	    3.56616 	    0.00368 	    0.00017 	    0.00003 	    0.00065 	    0.00015 	    0.00124 	    6.99598 	    0.00000 	    0.31843 	    0.82547 	    0.67590 	    0.17192 	   -8.37010 	  -11.66906
68643	2	1	strip_RLOF_HG	    6.09625	    3.86334	   25.52546	  149.22282 	    4.71392 	    4.19792 	    3.14499 	    2.49602 	    0.70231 	    0.40212 	    0.00000 	    0.59202 	    3.14579 	    2.49631 	    1.45055 	    0.00000 	   -0.33210 	    0.37542 	 67695558.02581 	 70674324.88824 	    5.29912 	    4.27327 	    1.57558 	    3.86149 	    0.00369 	    0.00015 	    0.00003 	    0.00058 	    0.00015 	    0.00104 	    6.38940 	    0.00000 	    0.31612 	    0.83284 	    0.67819 	    0.16499 	   -8.37306 	  -11.44428
69380	2	1	strip_CEE_HG	    6.05509	    2.45355	  334.52709	    0.80869 	    4.71491 	    4.08487 	    3.25970 	    1.70874 	    0.86020 	    0.29857 	    0.00000 	    0.69542 	    3.25953 	    1.70910 	    1.42110 	    0.00000 	   -0.27670 	    0.20789 	 67619550.66040 	 70344648.15295 	    5.18574 	    4.41253 	    1.56535 	    2.45774 	    0.00393 	    0.00001 	    0.00003 	    0.00004 	    0.00016 	    0.00009 	    7.87711 	    0.00000 	    0.28249 	    0.98030 	    0.71146 	    0.01953 	   -8.14767 	  -13.79694
